10000,3,20,50,0,0.151716,0.501824,0.190719
10000,3,20,50,0,0.161377,0.507955,0.200104
10000,3,20,50,0,0.164181,0.564582,0.212451
10000,3,20,50,0,0.179492,0.552459,0.220645
10000,3,20,50,0,0.138287,0.425451,0.170201
10000,3,20,50,0,0.159769,0.488666,0.197162
10000,3,20,50,0,0.156498,0.494353,0.192148
10000,3,20,50,0,0.145167,0.465403,0.176863
10000,3,20,50,0,0.167465,0.515564,0.206868
10000,3,20,50,0,0.157175,0.499606,0.192952
10000,3,20,50,0,0.146811,0.468981,0.182919
10000,3,20,50,0,0.16357,0.50487,0.197488
10000,3,20,50,0,0.176486,0.49727,0.20922
10000,3,20,50,0.1,0.162711,0.521935,0.20057
10000,3,20,50,0.1,0.149802,0.458924,0.182293
10000,3,20,50,0,0.151916,0.474437,0.18992
10000,3,20,50,0.1,0.154487,0.507591,0.193595
10000,3,20,50,0,0.156384,0.492325,0.191039
10000,3,20,50,0.1,0.179345,0.566637,0.221832
10000,3,20,50,0.1,0.157132,0.51607,0.195077
10000,3,20,50,0,0.132607,0.40769,0.160699
10000,3,20,50,0.1,0.179596,0.566744,0.223807
10000,3,20,50,0.1,0.179596,0.566744,0.223807
10000,3,20,50,0.1,0.177064,0.516827,0.212864
10000,3,20,50,0.1,0.167259,0.581348,0.213791
10000,3,20,50,0.1,0.166059,0.509353,0.20255
10000,3,20,50,0.1,0.146814,0.472988,0.183266
10000,3,20,50,0.1,0.155161,0.46481,0.190788
10000,3,20,50,0.1,0.171969,0.501495,0.205332
10000,3,20,50,0.1,0.144316,0.43403,0.173745
10000,3,20,50,0.2,0.168385,0.48862,0.20446
10000,3,20,50,0.2,0.175777,0.524495,0.213867
10000,3,20,50,0.2,0.175777,0.524495,0.213867
10000,3,20,50,0.1,0.151353,0.468027,0.184104
10000,3,20,50,0.2,0.158345,0.495646,0.189616
10000,3,20,50,0.2,0.178792,0.555606,0.225413
10000,3,20,50,0.2,0.170072,0.498963,0.209221
10000,3,20,50,0.1,0.164888,0.533373,0.2041
10000,3,20,50,0.2,0.160322,0.500466,0.197403
10000,3,20,50,0.2,0.150008,0.479087,0.187309
10000,3,20,50,0.2,0.149384,0.469978,0.185021
10000,3,20,50,0.2,0.161194,0.524576,0.201768
10000,3,20,50,0.2,0.189728,0.566061,0.231294
10000,3,20,50,0.2,0.161103,0.490758,0.202164
10000,3,20,50,0.2,0.154247,0.479448,0.188381
10000,3,20,50,0.3,0.179643,0.537697,0.218128
10000,3,20,50,0.2,0.163891,0.524766,0.205261
10000,3,20,50,0.3,0.151639,0.468498,0.183342
10000,3,20,50,0.3,0.151639,0.468498,0.183342
10000,3,20,50,0.3,0.163828,0.49843,0.199192
10000,3,20,50,0.3,0.185593,0.571905,0.223865
10000,3,20,50,0.2,0.16191,0.516672,0.198731
10000,3,20,50,0.3,0.165138,0.571824,0.211493
10000,3,20,50,0.3,0.184841,0.583577,0.225517
10000,3,20,50,0.3,0.175962,0.542891,0.214857
10000,3,20,50,0.3,0.15538,0.516212,0.192164
10000,3,20,50,0.2,0.168142,0.525096,0.202338
10000,3,20,50,0.3,0.159272,0.519434,0.1994
10000,3,20,50,0.3,0.170918,0.522011,0.20765
10000,3,20,50,0.4,0.169422,0.532048,0.207653
10000,3,20,50,0.3,0.173355,0.525474,0.207374
10000,3,20,50,0.3,0.173355,0.525474,0.207374
10000,3,20,50,0.4,0.170595,0.529171,0.202114
10000,3,20,50,0.3,0.165473,0.517856,0.201206
10000,3,20,50,0.4,0.176013,0.525259,0.211788
10000,3,20,50,0.4,0.183689,0.575752,0.227957
10000,3,20,50,0.4,0.142868,0.462974,0.180413
10000,3,20,50,0.4,0.191286,0.586849,0.232752
10000,3,20,50,0.3,0.177969,0.566788,0.217564
10000,3,20,50,0.4,0.187953,0.599463,0.232543
10000,3,20,50,0.4,0.142868,0.462974,0.180413
10000,3,20,50,0.3,0.157518,0.515837,0.196962
10000,3,20,50,0.4,0.189281,0.578468,0.233215
10000,3,20,50,0.4,0.199486,0.651688,0.244295
10000,3,20,50,0.4,0.181645,0.524864,0.213497
10000,3,20,50,0.4,0.18496,0.572538,0.223281
10000,3,20,50,0.4,0.180794,0.558631,0.221441
10000,3,20,50,0.4,0.170151,0.543671,0.209604
10000,3,20,50,0.5,0.177823,0.54,0.215002
10000,3,20,50,0.5,0.174066,0.506847,0.204329
10000,3,20,50,0.5,0.178654,0.558514,0.210778
10000,3,20,50,0.5,0.180997,0.559801,0.221355
10000,3,20,50,0.4,0.185655,0.566176,0.22468
10000,3,20,50,0.5,0.183384,0.605672,0.224568
10000,3,20,50,0.5,0.189125,0.608416,0.227335
10000,3,20,50,0.5,0.17126,0.517305,0.204523
10000,3,20,50,0.4,0.156631,0.479692,0.190539
10000,3,20,50,0.5,0.187304,0.562805,0.221919
10000,3,20,50,0.5,0.181076,0.548014,0.217931
10000,3,20,50,0.5,0.175092,0.55464,0.209721
10000,3,20,50,0.5,0.204858,0.589593,0.241651
10000,3,20,50,0.5,0.1723,0.55481,0.218135
10000,3,20,50,0.5,0.20279,0.625857,0.247858
10000,3,20,50,0.5,0.186831,0.576791,0.225887
10000,3,20,50,0.6,0.187063,0.575247,0.2258
10000,3,20,50,0.6,0.184602,0.542852,0.223027
10000,3,20,50,0.6,0.205597,0.655289,0.252138
10000,3,20,50,0.6,0.196425,0.622979,0.241242
10000,3,20,50,0.6,0.186599,0.537699,0.215001
10000,3,20,50,0.5,0.179434,0.540346,0.211919
10000,3,20,50,0.6,0.178332,0.55954,0.213966
10000,3,20,50,0.5,0.213173,0.666245,0.258523
10000,3,20,50,0.6,0.184602,0.542852,0.223027
10000,3,20,50,0.6,0.184602,0.542852,0.223027
10000,3,20,50,0.6,0.205345,0.625201,0.244616
10000,3,20,50,0.6,0.188938,0.595993,0.235381
10000,3,20,50,0.6,0.205345,0.625201,0.244616
10000,3,20,50,0.6,0.193948,0.588242,0.231804
10000,3,20,50,0.6,0.199432,0.611136,0.238838
10000,3,20,50,0.7,0.188278,0.615707,0.2316
10000,3,20,50,0.6,0.185864,0.579084,0.227442
10000,3,20,50,0.7,0.191018,0.582784,0.234405
10000,3,20,50,0.7,0.20539,0.621214,0.248708
10000,3,20,50,0.7,0.213601,0.624025,0.246311
10000,3,20,50,0.7,0.213601,0.624025,0.246311
10000,3,20,50,0.7,0.195314,0.590837,0.233643
10000,3,20,50,0.7,0.188278,0.615707,0.2316
10000,3,20,50,0.7,0.196254,0.585973,0.233338
10000,3,20,50,0.6,0.183235,0.573196,0.226585
10000,3,20,50,0.7,0.203728,0.6094,0.24528
10000,3,20,50,0.6,0.183235,0.573196,0.226585
10000,3,20,50,0.7,0.186388,0.619827,0.230869
10000,3,20,50,0.7,0.199034,0.626169,0.2411
10000,3,20,50,0.7,0.207577,0.603874,0.243354
10000,3,20,50,0.7,0.200169,0.590303,0.23669
10000,3,20,50,0.8,0.180193,0.530033,0.212035
10000,3,20,50,0.8,0.204866,0.606265,0.241568
10000,3,20,50,0.8,0.240136,0.684087,0.28096
10000,3,20,50,0.8,0.240136,0.684087,0.28096
10000,3,20,50,0.8,0.240136,0.684087,0.28096
10000,3,20,50,0.7,0.189722,0.543567,0.221714
10000,3,20,50,0.8,0.239809,0.724301,0.285778
10000,3,20,50,0.7,0.20458,0.615638,0.239471
10000,3,20,50,0.8,0.215516,0.60633,0.25301
10000,3,20,50,0.8,0.240136,0.684087,0.28096
10000,3,20,50,0.8,0.237598,0.790769,0.294603
10000,3,20,50,0.8,0.239809,0.724301,0.285778
10000,3,20,50,0.7,0.231509,0.674044,0.270298
10000,3,20,50,0.8,0.204582,0.569902,0.234219
10000,3,20,50,0.9,0.252391,0.712375,0.295792
10000,3,20,50,0.8,0.212193,0.602701,0.252686
10000,3,20,50,0.9,0.239447,0.683848,0.282883
10000,3,20,50,0.8,0.214048,0.604634,0.247047
10000,3,20,50,0.9,0.225458,0.728891,0.268389
10000,3,20,50,0.9,0.227456,0.692139,0.266003
10000,3,20,50,0.9,0.227456,0.692139,0.266003
10000,3,20,50,0.8,0.213532,0.577641,0.244412
10000,3,20,50,0.9,0.22664,0.666594,0.267139
10000,3,20,50,0.9,0.22664,0.666594,0.267139
10000,3,20,50,0.8,0.219681,0.680189,0.263661
10000,3,20,50,0.9,0.220614,0.667612,0.263418
10000,3,20,50,0.9,0.202276,0.558946,0.232542
10000,3,20,50,0.8,0.191911,0.597191,0.233094
10000,3,20,50,0.9,0.219593,0.62903,0.257424
10000,3,20,50,1,0.262397,0.740573,0.306678
10000,3,20,50,1,0.262397,0.740573,0.306678
10000,3,20,50,1,0.262397,0.740573,0.306678
10000,3,20,50,1,0.262397,0.740573,0.306678
10000,3,20,50,0.9,0.258588,0.713506,0.303483
10000,3,20,50,1,0.225197,0.591266,0.259635
10000,3,20,50,0.9,0.203168,0.573799,0.239076
10000,3,20,50,0.9,0.203168,0.573799,0.239076
10000,3,20,50,0.9,0.203168,0.573799,0.239076
10000,3,20,50,1,0.262397,0.740573,0.306678
10000,3,20,50,0.9,0.240749,0.655882,0.278808
10000,3,20,50,0.9,0.240749,0.655882,0.278808
10000,3,20,50,1,0.219443,0.573588,0.253745
10000,3,20,50,1,0.225197,0.591266,0.259635
10000,3,20,50,1,0.225197,0.591266,0.259635
10000,3,20,50,1,0.225197,0.591266,0.259635
10000,3,20,50,1,0.259773,0.699223,0.30983
10000,3,20,50,1,0.259773,0.699223,0.30983
10000,3,20,50,1,0.208854,0.59573,0.24031
10000,3,20,50,0,0.158119,0.513438,0.198051
10000,3,20,50,1,0.228511,0.609318,0.265372
10000,3,20,50,1,0.228511,0.609318,0.265372
10000,3,20,50,0,0.146363,0.463514,0.180456
10000,3,20,50,0,0.156142,0.479123,0.196211
10000,3,20,50,1,0.220218,0.563359,0.253013
10000,3,20,50,0,0.153805,0.473263,0.187621
10000,3,20,50,0,0.158745,0.495541,0.191094
10000,3,20,50,0,0.164698,0.521106,0.209003
10000,3,20,50,0,0.164698,0.521106,0.209003
10000,3,20,50,0,0.164652,0.515019,0.198643
10000,3,20,50,0,0.164652,0.515019,0.198643
10000,3,20,50,0,0.164652,0.515019,0.198643
10000,3,20,50,0,0.146135,0.451788,0.176557
10000,3,20,50,0,0.146135,0.451788,0.176557
10000,3,20,50,0,0.152049,0.496307,0.191675
10000,3,20,50,0.1,0.161241,0.51752,0.200325
10000,3,20,50,0.1,0.163199,0.517679,0.204291
10000,3,20,50,0,0.15713,0.488732,0.191933
10000,3,20,50,0,0.15713,0.488732,0.191933
10000,3,20,50,0,0.144848,0.449684,0.175948
10000,3,20,50,0.1,0.141204,0.44765,0.170972
10000,3,20,50,0.1,0.141204,0.44765,0.170972
10000,3,20,50,0.1,0.175438,0.543156,0.212991
10000,3,20,50,0.1,0.157459,0.478673,0.189733
10000,3,20,50,0.1,0.163199,0.517679,0.204291
10000,3,20,50,0.1,0.163199,0.517679,0.204291
10000,3,20,50,0.1,0.161489,0.507503,0.197734
10000,3,20,50,0.1,0.137913,0.442273,0.166881
10000,3,20,50,0.2,0.170201,0.611101,0.213646
10000,3,20,50,0.1,0.164133,0.54926,0.20872
10000,3,20,50,0.1,0.164133,0.54926,0.20872
10000,3,20,50,0.1,0.164133,0.54926,0.20872
10000,3,20,50,0.2,0.173872,0.544196,0.213874
10000,3,20,50,0.1,0.154188,0.474588,0.19036
10000,3,20,50,0.1,0.154188,0.474588,0.19036
10000,3,20,50,0.1,0.157055,0.481883,0.192904
10000,3,20,50,0.2,0.182384,0.594993,0.224561
10000,3,20,50,0.2,0.182384,0.594993,0.224561
10000,3,20,50,0.2,0.16776,0.560553,0.212435
10000,3,20,50,0.2,0.157865,0.522875,0.197612
